Date,N_ary,Binary_Spoke-expanded,Interactions,True_Binary
2016-03-10,21064,557912,357733,336669
2016-03-11,21074,557949,357748,336674
2016-03-12,21079,557971,357754,336675
2016-03-14,21081,558009,357774,336693
2016-03-15,21086,558053,357789,336703
2016-03-16,21095,558110,357828,336733
2016-03-17,21114,558211,357869,336755
2016-03-18,21119,558271,357896,336777
2016-03-19,21119,558277,357902,336783
2016-03-21,21135,558556,357955,336820
2016-03-22,21142,558645,357997,336855
2016-03-23,21145,558680,358028,336883
2016-03-24,21150,558717,358060,336910
2016-03-25,21150,558718,358061,336911
2016-03-29,21169,558800,358118,336949
2016-03-30,21169,558821,358139,336970
2016-03-31,21172,558845,358158,336986
2016-04-01,21172,558858,358171,336999
2016-04-02,21172,558859,358172,337000
2016-04-03,21172,558862,358175,337003
2016-04-04,21178,558889,358196,337018
2016-04-05,21178,558928,358235,337057
2016-04-06,21179,558939,358243,337064
2016-04-07,21180,558962,358263,337083
2016-04-08,21182,558988,358287,337105
2016-04-11,21184,559002,358299,337115
2016-04-12,21184,559011,358308,337124
2016-04-13,21185,559017,358313,337128
2016-04-14,21187,559038,358327,337140
2016-04-19,21189,559051,358338,337149
2016-04-21,21194,559092,358367,337173
2016-04-22,21201,559130,358388,337187
2016-04-25,21203,559144,358396,337193
2016-04-26,21208,559167,358409,337201
2016-04-27,21208,559168,358410,337202
2016-04-28,21213,559204,358441,337228
2016-05-03,21220,559239,358466,337246
2016-05-04,21225,559281,358502,337277
2016-05-05,21226,559298,358518,337292
2016-05-06,21235,559493,358551,337316
2016-05-07,21235,559494,358552,337317
2016-05-09,21237,559548,358556,337319
2016-05-11,21237,559551,358559,337322
2016-05-12,21240,559570,358573,337333
2016-05-13,21248,559619,358611,337363
2016-05-14,21248,559627,358619,337371
2016-05-15,21249,559688,358620,337371
2016-05-16,21250,559717,358648,337398
2016-05-17,21252,559745,358674,337422
2016-05-18,21260,559776,358690,337430
2016-05-19,21270,559848,358749,337479
2016-05-20,21270,559932,358833,337563
2016-05-23,21272,559951,358849,337577
2016-05-24,21277,559976,358869,337592
2016-05-25,21287,560001,358884,337597
2016-05-26,21297,560030,358901,337604
2016-05-27,21302,560073,358932,337630
2016-05-31,21302,560092,358951,337649
2016-06-01,21304,560125,358982,337678
2016-06-02,21320,560203,359027,337707
2016-06-03,21322,560226,359048,337726
2016-06-04,21322,560231,359053,337731
2016-06-06,21366,563390,359101,337735
2016-06-07,21366,563848,359559,338193
2016-06-08,21370,563861,359568,338198
2016-06-09,21370,563870,359577,338207
2016-06-10,21371,563881,359587,338216
2016-06-13,21372,563889,359592,338220
2016-06-14,21372,563892,359595,338223
2016-06-15,21374,564146,359813,338439
2016-06-16,21375,564151,359816,338441
2016-06-17,21375,565863,361528,340153
2016-06-19,21375,565864,361529,340154
2016-06-20,21386,565934,361582,340196
2016-06-21,21394,566053,361615,340221
2016-06-22,21399,566103,361660,340261
2016-06-23,21406,566135,361682,340276
2016-06-24,21411,566156,361698,340287
2016-06-27,21418,566206,361741,340323
2016-06-28,21419,566234,361768,340349
2016-06-29,21425,566263,361787,340362
2016-06-30,21425,566300,361824,340399
2016-07-01,21426,566356,361877,340451
2016-07-02,21426,566359,361880,340454
2016-07-04,21426,566448,361969,340543
2016-07-05,21427,566462,361980,340553
2016-07-06,21430,566471,361984,340554
2016-07-07,21433,566493,362003,340570
2016-07-11,21438,566516,362021,340583
2016-07-12,21446,566621,362038,340592
2016-07-13,21461,566775,362171,340710
2016-07-14,21461,566776,362172,340711
2016-07-15,21466,566789,362180,340714
2016-07-18,21467,566796,362185,340718
2016-07-19,21469,566805,362192,340723
2016-07-20,21470,566816,362202,340732
2016-07-21,21473,566856,362221,340748
2016-07-25,21474,566873,362237,340763
2016-07-26,21489,567313,362254,340765
2016-07-27,21489,572222,367163,345674
2016-07-28,21489,572226,367167,345678
2016-07-29,21489,572240,367181,345692
2016-08-01,21670,573778,367393,345723
2016-08-02,21675,573799,367408,345733
2016-08-03,21675,573800,367409,345734
2016-08-04,21678,573818,367421,345743
2016-08-05,21678,573833,367436,345758
2016-08-08,21678,573836,367439,345761
2016-08-09,21680,573874,367475,345795
2016-08-10,21686,574722,367496,345810
2016-08-11,21687,574737,367510,345823
2016-08-15,21689,574761,367528,345839
2016-08-16,21707,574843,367567,345860
2016-08-17,21713,574918,367591,345878
2016-08-18,21715,574942,367613,345898
2016-08-19,21718,574972,367640,345922
2016-08-21,21719,574976,367643,345924
2016-08-22,21723,574990,367653,345930
2016-08-23,21724,575011,367673,345949
2016-08-24,21740,575154,367720,345980
2016-08-25,21741,575170,367735,345994
2016-08-26,21742,575178,367742,346000
2016-09-06,21742,575180,367744,346002
2016-09-08,21742,575200,367764,346022
2016-09-09,21742,575218,367782,346040
2016-09-12,21744,575308,367870,346126
2016-09-13,21748,575353,367909,346161
2016-09-14,21754,575381,367923,346169
2016-09-15,21757,575402,367938,346181
2016-09-16,21757,575413,367949,346192
2016-09-19,21758,575430,367964,346206
2016-09-20,21758,575435,367969,346211
2016-09-21,21758,575442,367976,346218
2016-09-22,21758,575444,367978,346220
2016-09-26,21765,575507,367988,346223
2016-09-28,21766,575518,367998,346232
2016-09-30,21775,575571,368040,346265
2016-10-03,21780,575893,368061,346281
2016-10-04,21781,575898,368065,346284
2016-10-05,21783,575913,368078,346295
2016-10-06,21784,575918,368082,346298
2016-10-07,21786,575930,368092,346306
2016-10-10,21787,575942,368102,346315
2016-10-11,21787,575960,368120,346333
2016-10-12,21788,575966,368125,346337
2016-10-13,21790,575977,368133,346343
2016-10-14,21790,575978,368134,346344
2016-10-18,21790,575979,368135,346345
2016-10-19,21792,575990,368143,346351
2016-10-21,21792,575993,368146,346354
2016-10-24,21792,575999,368152,346360
2016-10-25,21793,576008,368160,346367
2016-10-26,21796,576029,368177,346381
2016-10-27,21886,580033,368289,346403
2016-10-28,21891,580058,368308,346417
2016-10-31,21898,580103,368346,346448
2016-11-01,21904,580149,368386,346482
2016-11-02,21915,580183,368406,346491
2016-11-03,21917,580218,368438,346521
2016-11-07,21917,580263,368483,346566
2016-11-08,21927,580308,368517,346590
2016-11-09,21927,580319,368528,346601
2016-11-10,21927,580329,368538,346611
2016-11-11,21934,580357,368557,346623
2016-11-14,21935,580365,368564,346629
2016-11-15,21936,580382,368579,346643
2016-11-16,21938,580408,368601,346663
2016-11-17,21940,580436,368625,346685
2016-11-18,21940,580443,368632,346692
2016-11-21,21940,580457,368646,346706
2016-11-22,21945,580477,368661,346716
2016-11-23,21945,580481,368665,346720
2016-11-24,21955,580877,368675,346720
2016-11-25,21959,580910,368687,346728
2016-11-28,21975,581271,368710,346735
2016-11-29,21982,581423,368719,346737
2016-11-30,21983,581445,368740,346757
2016-12-01,21983,581462,368757,346774
2016-12-02,21983,581470,368765,346782
2016-12-05,21983,581475,368770,346787
2016-12-06,21987,581511,368782,346795
2016-12-07,21988,581522,368792,346804
2016-12-08,21989,581524,368793,346804
2016-12-13,21990,581548,368813,346823
2016-12-14,21995,581579,368835,346840
2016-12-15,21999,581606,368858,346859
2016-12-19,22000,581619,368870,346870
2016-12-20,22006,583843,371082,349076
2016-12-21,22007,583850,371088,349081
2016-12-22,22007,583863,371101,349094
2017-01-04,22008,583865,371102,349094
2017-01-05,22009,583892,371106,349097
2017-01-06,22011,583900,371112,349101
2017-01-09,22011,583904,371116,349105
2017-01-10,22016,583933,371140,349124
2017-01-11,22031,583986,371178,349147
2017-01-12,22039,584020,371204,349165
2017-01-16,22040,584026,371209,349169
2017-01-17,22043,584038,371218,349175
2017-01-18,22061,584121,371259,349198
2017-01-19,22063,584145,371281,349218
2017-01-20,22063,584164,371300,349237
2017-01-23,22067,584200,371315,349248
2017-01-24,22067,584205,371320,349253
2017-01-25,22067,584206,371321,349254
2017-01-26,22072,584246,371352,349280
2017-01-27,22075,584261,371364,349289
2017-01-30,22079,584277,371375,349296
2017-01-31,22083,584302,371390,349307
2017-02-01,22085,584316,371398,349313
2017-02-02,22087,584323,371403,349316
2017-02-06,22087,584326,371406,349319
2017-02-07,22091,584352,371426,349335
2017-02-08,22091,584369,371443,349352
2017-02-09,22096,584396,371465,349369
2017-02-10,22101,584429,371492,349391
2017-02-13,22101,584432,371495,349394
2017-02-14,22101,584433,371496,349395
2017-02-15,22103,606405,393466,371363
2017-02-16,22109,606574,393495,371386
2017-02-17,22123,606638,393524,371401
2017-02-18,22123,606640,393526,371403
2017-02-20,22127,606663,393545,371418
2017-02-21,22133,606691,393567,371434
2017-02-22,22142,606733,393600,371458
2017-02-23,22142,606736,393603,371461
2017-02-24,22145,606746,393610,371465
2017-02-27,22147,606764,393622,371475
2017-02-28,22162,606811,393654,371492
2017-03-01,22167,606824,393662,371495
2017-03-02,22169,606873,393709,371540
2017-03-03,22170,606875,393710,371540
2017-03-06,22179,606909,393728,371549
2017-03-07,22199,607701,393771,371572
2017-03-08,22208,607753,393792,371584
2017-03-09,22220,607792,393807,371587
2017-03-10,22222,607804,393816,371594
2017-03-11,22222,607806,393818,371596
2017-03-13,22228,607824,393824,371596
2017-03-14,22230,607840,393833,371603
2017-03-15,22238,607908,393851,371613
2017-03-16,22240,607953,393858,371618
2017-03-17,22245,607990,393869,371624
2017-03-20,22251,608030,393890,371639
2017-03-21,22257,608047,393900,371643
2017-03-22,22272,608083,393921,371649
2017-03-23,22276,608119,393931,371655
2017-03-24,22290,608177,393948,371658
2017-03-27,22298,608220,393967,371669
2017-03-29,22299,608222,393968,371669
2017-03-30,22303,608237,393976,371673
2017-03-31,22304,608246,393977,371673
2017-04-03,22309,608266,393984,371675
2017-04-04,22310,608283,394000,371690
2017-04-05,22313,608292,394006,371693
2017-04-06,22406,609611,394140,371734
2017-04-07,22406,609612,394141,371735
2017-04-10,22410,609630,394154,371744
2017-04-11,22411,609633,394156,371745
2017-04-12,22421,609683,394175,371754
2017-04-13,22423,609710,394200,371777
2017-04-14,22423,609713,394203,371780
2017-04-17,22424,609722,394204,371780
2017-04-18,22425,609729,394207,371782
2017-04-20,22426,609765,394241,371815
2017-04-21,22426,609779,394255,371829
2017-04-24,22430,609789,394261,371831
2017-04-25,22430,609792,394264,371834
2017-04-26,22432,609803,394269,371837
2017-04-27,22436,609822,394273,371837
2017-04-28,22439,609828,394276,371837
2017-04-30,22440,610001,394277,371837
2017-05-01,22443,610379,394280,371837
2017-05-02,22446,610523,394284,371838
2017-05-03,22453,610889,394304,371851
2017-05-04,22455,610898,394308,371853
2017-05-05,22456,610906,394315,371859
2017-05-08,22460,610927,394331,371871
2017-05-09,22477,611003,394357,371880
2017-05-10,22481,611019,394366,371885
2017-05-11,22482,611030,394376,371894
2017-05-12,22483,611067,394410,371927
2017-05-13,22489,611127,394416,371927
2017-05-14,22493,611145,394422,371929
2017-05-15,22493,611149,394426,371933
2017-05-16,22493,611159,394436,371943
2017-05-17,22508,611392,394454,371946
2017-05-18,22508,611396,394458,371950
2017-05-19,22531,611561,394491,371960
2017-05-20,22536,611604,394497,371961
2017-05-22,22544,611833,394524,371980
2017-05-23,22544,611850,394541,371997
2017-05-24,22548,611903,394552,372004
2017-05-25,22548,611922,394571,372023
2017-05-26,22550,611946,394593,372043
2017-05-28,22551,611949,394594,372043
2017-05-30,22552,611954,394598,372046
2017-05-31,22553,611988,394631,372078
2017-06-01,22553,612008,394651,372098
2017-06-02,22554,612038,394680,372126
2017-06-05,22554,612051,394693,372139
2017-06-06,22557,612060,394699,372142
2017-06-07,22561,612086,394721,372160
2017-06-08,22565,612397,394725,372160
2017-06-09,22566,612412,394739,372173
2017-06-12,22571,612463,394752,372181
2017-06-13,22577,612489,394765,372188
2017-06-14,22579,612520,394786,372207
2017-06-15,22579,612527,394793,372214
2017-06-16,22601,612650,394883,372282
2017-06-19,22608,616373,398532,375924
2017-06-20,22610,616387,398544,375934
2017-06-21,22612,616424,398575,375963
2017-06-22,22632,616648,398630,375998
2017-06-23,22633,616651,398632,375999
2017-06-24,22633,616667,398648,376015
2017-06-26,22642,616720,398683,376041
2017-06-27,22652,616811,398749,376097
2017-06-28,22661,616848,398768,376107
2017-06-29,22671,616891,398791,376120
2017-06-30,22671,621892,403792,381121
2017-07-02,22671,626593,408493,385822
2017-07-03,22673,626606,408504,385831
2017-07-04,22685,626654,408528,385843
2017-07-05,22688,626663,408534,385846
2017-07-07,22697,626736,408548,385851
2017-07-10,22698,626749,408560,385862
2017-07-11,22698,626777,408588,385890
2017-07-12,22698,626799,408610,385912
2017-07-13,22698,626807,408618,385920
2017-07-14,22698,626810,408621,385923
2017-07-15,22699,626813,408623,385924
2017-07-17,22700,626825,408634,385934
2017-07-18,22700,626833,408642,385942
2017-07-19,22700,626860,408669,385969
2017-07-20,22714,626906,408685,385971
2017-07-21,22721,626932,408692,385971
2017-07-24,22730,626967,408710,385980
2017-07-25,22730,626972,408715,385985
2017-07-26,22730,626975,408718,385988
2017-07-27,22730,626979,408722,385992
2017-07-28,22730,626981,408724,385994
2017-07-31,22730,626984,408727,385997
2017-08-01,22730,627000,408743,386013
2017-08-02,22730,627012,408755,386025
2017-08-03,22730,627103,408846,386116
2017-08-04,23338,635247,410900,387562
2017-08-05,23960,641603,415796,391836
2017-08-06,24931,651041,422512,397581
2017-08-07,26105,661520,430225,404120
2017-08-08,26899,668009,434341,407442
2017-08-09,26934,668309,434552,407618
2017-08-10,26951,668958,435164,408213
2017-08-11,27536,677803,436119,408583
2017-08-14,27536,677812,436128,408592
2017-08-15,27540,677825,436132,408592
2017-08-16,27542,677915,436163,408621
2017-08-17,27546,678099,436169,408623
2017-08-18,27546,678100,436170,408624
2017-08-19,27549,678272,436196,408647
2017-08-21,27549,678273,436197,408648
2017-08-22,27550,678297,436220,408670
2017-08-23,27561,678554,436257,408696
2017-08-24,27564,682084,439782,412218
2017-08-26,27564,682086,439784,412220
2017-08-28,27564,682088,439786,412222
2017-08-29,27572,683025,439820,412248
2017-08-30,27575,683078,439865,412290
2017-08-31,27576,683082,439868,412292
2017-09-01,27577,683124,439869,412292
2017-09-04,27577,683130,439875,412298
2017-09-05,27581,683297,439884,412303
2017-09-06,27582,683325,439911,412329
2017-09-07,27589,683342,439921,412332
2017-09-08,27589,683353,439932,412343
2017-09-11,27594,683369,439941,412347
2017-09-12,27595,683380,439951,412356
2017-09-13,27595,683388,439959,412364
2017-09-14,27606,683424,439980,412374
2017-09-15,27611,683439,439990,412379
2017-09-17,27611,683440,439991,412380
2017-09-18,27611,683452,440003,412392
2017-09-19,27613,683476,440025,412412
2017-09-20,27613,683499,440048,412435
2017-09-21,27615,683527,440074,412459
2017-09-24,27615,683545,440092,412477
2017-09-25,27615,683546,440093,412478
2017-09-26,27618,683556,440100,412482
2017-09-27,27620,683580,440104,412484
2017-09-28,27621,683593,440115,412494
2017-09-29,27623,683689,440124,412501
2017-10-02,27628,683843,440132,412504
2017-10-03,27632,683897,440182,412550
2017-10-04,27638,684025,440245,412607
2017-10-05,27639,684122,440340,412701
2017-10-06,27639,684137,440355,412716
2017-10-09,27641,684151,440367,412726
2017-10-10,27654,684214,440384,412730
2017-10-11,27662,684271,440406,412744
2017-10-12,27671,684321,440420,412749
2017-10-13,27671,684329,440428,412757
2017-10-16,27671,684330,440429,412758
2017-10-17,27671,684362,440461,412790
2017-10-18,27673,684381,440478,412805
2017-10-19,27675,688319,444413,416738
2017-10-20,27675,688321,444415,416740
2017-10-23,27682,688352,444429,416747
2017-10-24,27683,688354,444430,416747
2017-10-25,27684,688367,444441,416757
2017-10-27,27685,688371,444444,416759
2017-10-30,27696,688432,444459,416763
2017-10-31,27698,688436,444461,416763
2017-11-02,27698,688438,444463,416765
2017-11-03,27698,688450,444475,416777
2017-11-06,27698,688453,444478,416780
2017-11-07,27698,688459,444484,416786
2017-11-08,27698,688473,444498,416800
2017-11-09,27704,688498,444517,416813
2017-11-10,27711,688536,444533,416822
2017-11-11,27717,688562,444544,416827
2017-11-13,27717,688568,444550,416833
2017-11-14,27718,688599,444556,416838
2017-11-15,27728,688681,444577,416849
2017-11-16,27728,688689,444585,416857
2017-11-17,27729,688700,444595,416866
2017-11-20,27729,688703,444598,416869
2017-11-21,27737,688770,444654,416917
2017-11-22,27740,688800,444681,416941
2017-11-23,27740,688810,444691,416951
2017-11-24,27745,688831,444707,416962
2017-11-27,27748,688845,444718,416970
2017-11-28,27749,688873,444745,416996
2017-11-29,27751,688885,444752,417001
2017-11-30,27752,688904,444768,417016
2017-12-01,27753,688921,444782,417029
2017-12-04,27755,688931,444790,417035
2017-12-05,27762,688966,444800,417038
2017-12-06,27767,689043,444819,417052
2017-12-07,27770,689066,444839,417069
2017-12-08,27775,689483,444852,417077
2017-12-11,27778,689934,445292,417514
2017-12-12,27782,689978,445328,417546
2017-12-13,27786,689993,445339,417553
2017-12-14,27795,690016,445350,417555
2017-12-15,27802,690036,445357,417555
2017-12-18,27817,690076,445373,417556
2017-12-19,27817,690366,445663,417846
2017-12-20,27827,690392,445679,417852
2017-12-21,27831,690443,445726,417895
2017-12-22,27831,690452,445735,417904
2018-01-02,27831,690461,445744,417913
2018-01-03,27832,690474,445755,417923
2018-01-04,27835,690504,445780,417945
2018-01-05,27841,690525,445794,417953
2018-01-08,27842,690537,445802,417960
2018-01-09,27847,690563,445821,417974
2018-01-10,27858,690615,445834,417976
2018-01-11,27860,690623,445840,417980
2018-01-12,27874,690989,445863,417989
2018-01-15,27902,693329,445902,418000
2018-01-16,27904,693370,445917,418013
2018-01-17,27906,693383,445928,418022
2018-01-18,27906,693399,445944,418038
2018-01-19,27906,693404,445949,418043
2018-01-22,27915,693436,445967,418052
2018-01-23,27917,693454,445983,418066
2018-01-24,27917,693478,446007,418090
2018-01-25,27921,693491,446014,418093
2018-01-29,27929,693663,446041,418112
2018-01-30,27934,693693,446065,418131
2018-01-31,27936,693811,446071,418135
2018-02-01,27940,693822,446076,418136
2018-02-02,27943,693850,446100,418157
2018-02-05,27951,694121,446346,418395
2018-02-06,27961,694163,446360,418399
2018-02-07,27964,694173,446364,418400
2018-02-08,27972,694203,446384,418412
2018-02-09,27976,694217,446393,418417
2018-02-11,27976,694223,446399,418423
2018-02-12,27980,694246,446408,418428
2018-02-13,27987,694271,446422,418435
2018-02-14,28000,694322,446438,418438
2018-02-15,28007,694350,446455,418448
2018-02-16,28010,694410,446512,418502
2018-02-19,28012,694414,446514,418502
2018-02-20,28119,702253,446622,418503
2018-02-21,28127,702312,446636,418509
2018-02-22,28128,702319,446642,418514
2018-02-23,28128,702644,446967,418839
2018-02-25,28190,703559,447129,418939
2018-02-26,28191,703571,447139,418948
2018-02-27,28192,703591,447157,418965
2018-02-28,28192,703592,447158,418966
2018-03-01,28192,703604,447170,418978
2018-03-02,28199,703662,447214,419015
2018-03-05,28202,703684,447233,419031
2018-03-06,28202,703725,447274,419072
2018-03-07,28202,703746,447295,419093
2018-03-08,28202,703751,447300,419098
2018-03-09,28206,703778,447315,419109
2018-03-12,28208,703795,447330,419122
2018-03-13,28208,703822,447357,419149
2018-03-14,28208,703834,447369,419161
2018-03-15,28214,703891,447382,419168
2018-03-16,28222,703920,447401,419179
2018-03-19,28222,703928,447409,419187
2018-03-20,28224,703966,447417,419193
2018-03-21,28231,704028,447463,419232
2018-03-22,28231,704033,447468,419237
2018-03-23,28232,704039,447472,419240
2018-03-25,28232,704041,447474,419242
2018-03-26,28232,704091,447524,419292
2018-03-27,28232,704112,447545,419313
2018-03-28,28232,704122,447555,419323
2018-03-29,28232,715958,459391,431159
2018-04-04,28240,715979,459400,431160
2018-04-05,28243,716340,459755,431512
2018-04-06,28244,716345,459758,431514
2018-04-09,28244,716347,459760,431516
2018-04-10,28250,716645,459790,431540
2018-04-11,28268,716739,459819,431551
2018-04-12,28268,716746,459826,431558
2018-04-13,28270,716763,459841,431571
2018-04-16,28275,716781,459854,431579
2018-04-23,28275,716788,459861,431586
2018-04-24,28275,716793,459866,431591
2018-04-25,28286,716830,459890,431604
2018-04-26,28297,716930,459916,431619
2018-04-27,28302,717523,459923,431621
2018-04-30,28311,717682,459951,431640
2018-05-01,28315,717699,459962,431647
2018-05-02,28317,717712,459973,431656
2018-05-03,28387,722510,460089,431702
2018-05-04,28389,722538,460115,431726
2018-05-05,28389,722539,460116,431727
2018-05-08,28389,722551,460128,431739
2018-05-09,28392,722582,460156,431764
2018-05-10,28392,722585,460159,431767
2018-05-11,28392,722588,460162,431770
2018-05-14,28394,722606,460178,431784
2018-05-15,28397,722628,460197,431800
2018-05-16,28400,722649,460215,431815
2018-05-17,28407,722675,460233,431826
2018-05-18,28408,723081,460234,431826
2018-05-21,28411,723109,460255,431844
2018-05-22,28422,723157,460281,431859
2018-05-23,28422,723158,460282,431860
2018-05-24,28423,723163,460286,431863
2018-05-25,28425,723319,460297,431872
2018-05-27,28428,723844,460300,431872
2018-05-29,28429,723850,460305,431876
2018-05-30,28434,724095,460327,431893
2018-05-31,28437,724113,460342,431905
2018-06-01,28442,724214,460347,431905
2018-06-04,28443,724230,460360,431917
2018-06-05,28445,724238,460366,431921
2018-06-06,28447,724254,460380,431933
2018-06-07,28447,724258,460384,431937
2018-06-08,28448,724266,460391,431943
2018-06-11,28448,724268,460393,431945
2018-06-12,28448,724272,460397,431949
2018-06-13,28448,724274,460399,431951
2018-06-14,28448,724526,460651,432203
2018-06-15,28449,724534,460658,432209
2018-06-16,28449,724535,460659,432210
2018-06-19,28451,724561,460681,432230
2018-06-20,28454,724582,460688,432234
2018-06-21,28457,724591,460694,432237
2018-06-22,28463,724636,460727,432264
2018-06-25,28464,724643,460733,432269
2018-06-26,28471,725334,460745,432274
2018-06-27,28478,725364,460758,432280
2018-06-28,28478,725368,460762,432284
2018-06-29,28478,725369,460763,432285
2018-07-02,28480,725385,460768,432288
2018-07-03,28483,725405,460772,432289
2018-07-04,28483,725414,460781,432298
2018-07-06,28484,725416,460782,432298
2018-07-09,28484,725417,460783,432299
2018-07-10,28485,725452,460817,432332
2018-07-11,28489,725545,460828,432339
2018-07-12,28491,725555,460836,432345
2018-07-13,28497,725595,460853,432356
2018-07-15,28499,725605,460858,432359
2018-07-16,28501,725617,460868,432367
2018-07-17,28509,725753,460879,432370
2018-07-18,28535,726935,460933,432398
2018-07-19,28539,726958,460950,432411
2018-07-20,28546,726984,460966,432420
2018-07-21,28546,726985,460967,432421
2018-07-23,28551,727019,460987,432436
2018-07-24,28555,727044,460996,432441
2018-07-25,28561,727086,461026,432465
2018-07-26,28562,731081,465020,436458
2018-07-27,28563,731091,465029,436466
2018-07-28,28563,731098,465036,436473
2018-07-30,28563,731099,465037,436474
2018-07-31,28563,731110,465048,436485
2018-08-02,28564,731123,465060,436496
2018-08-03,28565,731157,465070,436505
2018-08-06,28565,731160,465073,436508
2018-08-07,28574,731189,465085,436511
2018-08-08,28574,731192,465088,436514
2018-08-09,28574,731206,465102,436528
2018-08-10,28574,731226,465122,436548
2018-08-13,28575,731232,465127,436552
2018-08-14,28578,731316,465160,436582
2018-08-15,28579,731327,465166,436587
2018-08-16,28581,731331,465168,436587
2018-08-17,28584,731345,465174,436590
2018-08-20,28584,731349,465178,436594
2018-08-21,28585,731821,465186,436601
2018-08-22,28593,732299,465208,436615
2018-08-23,28595,732316,465221,436626
2018-08-24,28596,732318,465222,436626
2018-08-27,28596,732324,465228,436632
2018-08-28,28596,732367,465271,436675
2018-08-29,28596,732370,465274,436678
2018-08-30,28598,732398,465276,436678
2018-09-04,28621,732606,465302,436681
2018-09-05,28621,732617,465313,436692
2018-09-06,28623,732680,465329,436706
2018-09-07,28628,733203,465845,437217
2018-09-08,28628,733204,465846,437218
2018-09-10,28652,733965,465879,437227
2018-09-11,28655,733982,465891,437236
2018-09-12,28659,734077,465946,437287
2018-09-13,28660,734112,465956,437296
2018-09-14,28660,734113,465957,437297
2018-09-16,28660,734119,465963,437303
2018-09-17,28660,734129,465973,437313
2018-09-18,28662,734243,465984,437322
2018-09-19,28665,734269,466005,437340
2018-09-20,28665,734276,466012,437347
2018-09-21,28674,734373,466038,437364
2018-09-22,28674,734379,466044,437370
2018-09-23,28676,734392,466053,437377
2018-09-24,28676,734399,466060,437384
2018-09-25,28676,734440,466101,437425
2018-09-26,28676,734453,466114,437438
2018-09-27,28677,734467,466127,437450
2018-09-28,28677,734479,466139,437462
2018-09-29,28677,734484,466144,437467
2018-10-01,28677,734485,466145,437468
2018-10-02,28678,734490,466147,437469
2018-10-03,28678,734504,466161,437483
2018-10-04,28679,734521,466177,437498
2018-10-05,28682,734546,466184,437502
2018-10-08,28684,734555,466191,437507
2018-10-09,28690,734577,466203,437513
2018-10-10,28692,734586,466210,437518
2018-10-11,28692,734599,466223,437531
2018-10-12,28693,734635,466224,437531
2018-10-14,28693,734636,466225,437532
2018-10-15,28701,734704,466248,437547
2018-10-16,28701,734738,466282,437581
2018-10-17,28701,734753,466297,437596
2018-10-18,28701,734757,466301,437600
2018-10-19,28705,734978,466312,437607
2018-10-22,28706,735001,466315,437609
2018-10-23,28707,735183,466316,437609
2018-10-24,28709,735398,466360,437651
2018-10-25,28712,735632,466394,437682
2018-10-26,28713,736632,467393,438680
2018-10-29,28713,736640,467401,438688
2018-10-30,28715,737183,467928,439213
2018-10-31,28719,737469,467933,439214
2018-11-01,28720,737587,467934,439214
2018-11-04,28721,737748,467935,439214
2018-11-05,28721,737750,467937,439216
2018-11-07,28722,737763,467949,439227
2018-11-08,28725,737782,467965,439240
2018-11-09,28729,737800,467978,439249
2018-11-10,28729,737802,467980,439251
2018-11-12,28730,737831,468007,439277
2018-11-13,28731,737842,468017,439286
2018-11-14,28732,737850,468024,439292
2018-11-15,28732,737857,468031,439299
2018-11-16,28732,737862,468036,439304
2018-11-19,28735,742770,472906,444171
2018-11-20,28738,742784,472914,444176
2018-11-21,28740,742838,472942,444202
2018-11-22,28741,742891,472994,444253
2018-11-23,28743,742912,473011,444268
2018-11-24,28743,742913,473012,444269
2018-11-25,28743,742915,473014,444271
2018-11-26,28747,743033,473063,444316
2018-11-27,28762,743315,473101,444339
2018-11-28,28768,743646,473416,444648
2018-11-29,28769,743755,473431,444662
2018-11-30,28776,744120,473451,444675
2018-12-01,28776,744126,473457,444681
2018-12-03,28786,744179,473477,444691
2018-12-04,28788,744235,473488,444700
2018-12-05,28798,744323,473529,444731
2018-12-06,28798,744327,473533,444735
2018-12-07,28799,744334,473539,444740
2018-12-10,28804,744354,473554,444750
2018-12-11,28804,744366,473566,444762
2018-12-12,28806,744381,473575,444769
2018-12-13,28809,744404,473591,444782
2018-12-14,28810,744425,473593,444783
2018-12-15,28810,744428,473596,444786
2018-12-17,28814,744466,473611,444797
2018-12-18,28817,744492,473628,444811
2018-12-19,28818,744537,473632,444814
2018-12-20,28818,744538,473633,444815
2018-12-21,28818,744539,473634,444816
2018-12-22,28818,744549,473644,444826
2018-12-24,28818,744564,473659,444841
2018-12-27,28819,744586,473673,444854
2018-12-28,28819,744587,473674,444855
2018-12-29,28820,744591,473677,444857
2018-12-30,28827,744613,473688,444861
2018-12-31,28830,744623,473694,444864
2019-01-02,28838,744675,473713,444875
2019-01-03,28841,745124,473736,444895
2019-01-04,28841,745140,473752,444911
2019-01-07,28841,745148,473760,444919
2019-01-08,28850,745185,473785,444935
2019-01-09,28855,745203,473797,444942
2019-01-10,28856,745229,473819,444963
2019-01-11,28856,745234,473824,444968
2019-01-12,28859,745261,473841,444982
2019-01-13,28861,745398,473848,444987
2019-01-14,28861,745406,473856,444995
2019-01-15,28863,745465,473876,445013
2019-01-16,28864,745473,473883,445019
2019-01-17,28865,745479,473887,445022
2019-01-18,28866,745481,473888,445022
2019-01-19,28866,745482,473889,445023
2019-01-21,28868,745512,473915,445047
2019-01-22,28869,745522,473923,445054
2019-01-23,28877,749035,473959,445082
2019-01-24,28882,749077,473990,445108
